5,0.676,"A Seaboard",187,112,52,23
4,0.676,"A Seaboard",226,96,94,36
3,0.676,"A Seaboard",148,31,93,24
2,0.676,"A Seaboard",47,2,45,0
1,0.676,"A Seaboard",10,0,10,0
0,0.676,"A Seaboard",1,0,1,0
6,0.689,"A Sequoia",74,62,0,12
5,0.689,"A Sequoia",196,115,56,25
4,0.689,"A Sequoia",211,80,101,30
3,0.689,"A Sequoia",97,19,71,7
2,0.689,"A Sequoia",21,2,17,2
1,0.689,"A Sequoia",7,0,7,0
0,0.689,"A Sequoia",26,0,26,0
6,0.708,"A Sierra",70,65,0,5
5,0.708,"A Sierra",208,108,63,37
4,0.708,"A Sierra",185,65,86,34
3,0.708,"A Sierra",100,18,73,9
2,0.708,"A Sierra",45,5,38,2
1,0.708,"A Sierra",2,0,1,1
6,0.754,"A Skyline",120,98,0,22
5,0.754,"A Skyline",225,113,78,34
4,0.754,"A Skyline",176,56,98,22
3,0.754,"A Skyline",75,5,68,2
2,0.754,"A Skyline",25,0,25,0
1,0.754,"A Skyline",2,0,2,0
0,0.754,"A Skyline",1,0,1,0
6,0.751,"A Sugarloaf",118,89,0,29
5,0.751,"A Sugarloaf",220,119,62,39
4,0.751,"A Sugarloaf",179,47,112,20
3,0.751,"A Sugarloaf",74,8,60,6
2,0.751,"A Sugarloaf",25,1,24,0
1,0.751,"A Sugarloaf",6,0,6,0
6,0.740,"A Tidewater",111,77,0,34
5,0.740,"A Tidewater",218,106,65,47
4,0.740,"A Tidewater",179,55,94,30
3,0.740,"A Tidewater",95,14,67,14
2,0.740,"A Tidewater",29,1,25,3
1,0.740,"A Tidewater",2,0,2,0
6,0.760,"A Tundra",134,92,0,42
5,0.760,"A Tundra",227,110,76,41
4,0.760,"A Tundra",156,51,92,13
3,0.760,"A Tundra",98,9,75,14
2,0.760,"A Tundra",16,0,16,0
1,0.760,"A Tundra",3,0,3,0
6,0.634,"B Alpine",42,39,0,3
5,0.634,"B Alpine",158,107,29,22
4,0.634,"B Alpine",174,80,70,24
3,0.634,"B Alpine",164,40,99,25
2,0.634,"B Alpine",67,7,54,6
1,0.634,"B Alpine",18,0,18,0
0,0.634,"B Alpine",3,0,3,0
6,0.640,"B Arcadia",34,31,0,3
5,0.640,"B Arcadia",145,98,19,28
4,0.640,"B Arcadia",225,96,92,37
3,0.640,"B Arcadia",154,40,97,17
2,0.640,"B Arcadia",60,5,48,7
1,0.640,"B Arcadia",13,0,13,0
0,0.640,"B Arcadia",1,0,1,0
6,0.585,"B Archipelago",29,24,0,5
5,0.585,"B Archipelago",109,71,17,21
4,0.585,"B Archipelago",189,100,65,24
3,0.585,"B Archipelago",171,66,86,19
2,0.585,"B Archipelago",81,8,64,9
1,0.585,"B Archipelago",34,2,32,0
0,0.585,"B Archipelago",7,0,7,0
6,0.587,"B Atlantic",23,20,0,3
5,0.587,"B Atlantic",107,79,12,16
4,0.587,"B Atlantic",198,104,62,32
3,0.587,"B Atlantic",173,46,98,29
2,0.587,"B Atlantic",100,14,76,10
1,0.587,"B Atlantic",23,5,17,1
0,0.587,"B Atlantic",4,0,3,1
6,0.659,"B Badlands",40,35,0,5
5,0.659,"B Badlands",165,110,27,28
4,0.659,"B Badlands",225,84,103,38
3,0.659,"B Badlands",138,34,86,18
2,0.659,"B Badlands",53,5,43,5
1,0.659,"B Badlands",9,0,9,0
6,0.672,"B Bayou",52,46,0,6
5,0.672,"B Bayou",195,123,52,20
4,0.672,"B Bayou",217,87,100,30
3,0.672,"B Bayou",138,33,89,16
2,0.672,"B Bayou",45,5,38,2
1,0.672,"B Bayou",16,1,15,0
0,0.672,"B Bayou",1,0,1,0
6,0.623,"B Cascade",45,39,0,6
5,0.623,"B Cascade",131,79,24,28
4,0.623,"B Cascade",197,91,76,30
3,0.623,"B Cascade",176,58,100,18
2,0.623,"B Cascade",64,4,48,12
1,0.623,"B Cascade",21,0,20,1
0,0.623,"B Cascade",4,0,3,1
6,0.675,"B Central",58,50,0,8
5,0.675,"B Central",178,115,41,22
4,0.675,"B Central",204,75,93,36
3,0.675,"B Central",131,29,89,13
2,0.675,"B Central",51,5,41,5
1,0.675,"B Central",8,0,8,0
0,0.675,"B Central",2,0,2,0
6,0.645,"B Coastal",40,34,0,6
5,0.645,"B Coastal",157,98,31,28
4,0.645,"B Coastal",227,102,83,42
3,0.645,"B Coastal",138,32,90,16
2,0.645,"B Coastal",68,5,53,10
1,0.645,"B Coastal",14,0,14,0
6,0.608,"B Continental",30,22,0,8
5,0.608,"B Continental",111,80,13,18
4,0.608,"B Continental",197,84,74,39
3,0.608,"B Continental",150,54,80,16
2,0.608,"B Continental",77,10,60,7
1,0.608,"B Continental",22,0,22,0
0,0.608,"B Continental",1,0,1,0
6,0.579,"B Corridor",27,18,0,9
5,0.579,"B Corridor",107,75,14,18
4,0.579,"B Corridor",184,94,58,32
3,0.579,"B Corridor",158,49,91,18
2,0.579,"B Corridor",110,21,67,22
1,0.579,"B Corridor",30,1,24,5
0,0.579,"B Corridor",4,0,4,0
6,0.623,"B Delta",34,28,0,6
5,0.623,"B Delta",143,89,26,28
4,0.623,"B Delta",182,93,59,30
3,0.623,"B Delta",172,39,102,31
2,0.623,"B Delta",74,10,54,10
1,0.623,"B Delta",17,0,16,1
0,0.623,"B Delta",2,0,2,0
6,0.642,"B Fjord",47,41,0,6
5,0.642,"B Fjord",143,91,29,23
4,0.642,"B Fjord",186,86,71,29
3,0.642,"B Fjord",153,38,97,18
2,0.642,"B Fjord",69,8,55,6
1,0.642,"B Fjord",10,0,10,0
0,0.642,"B Fjord",2,0,2,0
6,0.593,"B Frontier",36,28,0,8
5,0.593,"B Frontier",100,78,11,11
4,0.593,"B Frontier",186,100,58,28
3,0.593,"B Frontier",190,58,115,17
2,0.593,"B Frontier",91,10,69,12
1,0.593,"B Frontier",25,1,22,2
6,0.609,"B Garden",30,28,0,2
5,0.609,"B Garden",133,86,21,26
4,0.609,"B Garden",186,90,71,25
3,0.609,"B Garden",141,41,80,20
2,0.609,"B Garden",90,14,63,13
1,0.609,"B Garden",24,0,22,2
0,0.609,"B Garden",2,0,2,0
6,0.626,"B Glacier",46,38,0,8
5,0.626,"B Glacier",141,93,36,12
4,0.626,"B Glacier",185,93,63,29
3,0.626,"B Glacier",172,49,101,22
2,0.626,"B Glacier",77,9,63,5
1,0.626,"B Glacier",16,0,16,0
0,0.626,"B Glacier",3,0,3,0
6,0.563,"B Highland",13,13,0,0
5,0.563,"B Highland",93,70,12,11
4,0.563,"B Highland",205,115,61,29
3,0.563,"B Highland",178,70,89,19
2,0.563,"B Highland",112,14,86,12
1,0.563,"B Highland",35,1,33,1
0,0.563,"B Highland",2,0,2,0
6,0.630,"B Horizon",40,35,0,5
5,0.630,"B Horizon",131,87,27,17
4,0.630,"B Horizon",207,106,70,31
3,0.630,"B Horizon",153,33,95,25
2,0.630,"B Horizon",73,4,62,7
1,0.630,"B Horizon",11,0,10,1
0,0.630,"B Horizon",1,0,1,0
6,0.655,"B Juniper",40,38,0,2
5,0.655,"B Juniper",165,107,35,23
4,0.655,"B Juniper",207,87,82,38
3,0.655,"B Juniper",131,24,92,15
2,0.655,"B Juniper",59,10,45,4
1,0.655,"B Juniper",12,0,12,0
6,0.647,"B Laguna",54,43,0,11
5,0.647,"B Laguna",166,114,29,23
4,0.647,"B Laguna",217,96,89,32
3,0.647,"B Laguna",158,30,112,16
2,0.647,"B Laguna",66,11,49,6
1,0.647,"B Laguna",13,2,11,0
0,0.647,"B Laguna",6,0,6,0
6,0.556,"B Maelstrom",18,17,0,1
5,0.556,"B Maelstrom",106,81,15,10
4,0.556,"B Maelstrom",158,95,44,19
3,0.556,"B Maelstrom",186,56,92,38
2,0.556,"B Maelstrom",119,19,82,18
1,0.556,"B Maelstrom",33,1,28,4
0,0.556,"B Maelstrom",8,0,8,0
6,0.640,"B Magnolia",45,39,0,6
5,0.640,"B Magnolia",136,83,30,23
4,0.640,"B Magnolia",190,89,69,32
3,0.640,"B Magnolia",163,37,98,28
2,0.640,"B Magnolia",58,9,44,5
1,0.640,"B Magnolia",16,1,15,0
0,0.640,"B Magnolia",2,0,2,0
6,0.630,"B Maritime",43,41,0,2
5,0.630,"B Maritime",132,80,33,19
4,0.630,"B Maritime",205,98,65,42
3,0.630,"B Maritime",137,39,81,17
2,0.630,"B Maritime",70,5,59,6
1,0.630,"B Maritime",22,0,22,0
0,0.630,"B Maritime",3,0,3,0
6,0.575,"B Memorial",19,17,0,2
5,0.575,"B Memorial",109,79,14,16
4,0.575,"B Memorial",185,98,55,32
3,0.575,"B Memorial",193,58,103,32
2,0.575,"B Memorial",104,19,72,13
1,0.575,"B Memorial",27,2,24,1
0,0.575,"B Memorial",5,0,5,0
6,0.634,"B Meridian",47,37,0,10
5,0.634,"B Meridian",163,103,33,27
4,0.634,"B Meridian",207,91,78,38
3,0.634,"B Meridian",156,34,98,24
2,0.634,"B Meridian",81,16,54,11
1,0.634,"B Meridian",20,2,16,2
0,0.634,"B Meridian",4,0,4,0
6,0.583,"B Metro",20,17,0,3
5,0.583,"B Metro",103,70,15,18
4,0.583,"B Metro",198,108,62,28
3,0.583,"B Metro",182,63,98,21
2,0.583,"B Metro",101,16,77,8
1,0.583,"B Metro",21,0,19,2
0,0.583,"B Metro",3,0,3,0
6,0.604,"B Midland",26,22,0,4
5,0.604,"B Midland",122,91,12,19
4,0.604,"B Midland",210,97,71,42
3,0.604,"B Midland",155,38,91,26
2,0.604,"B Midland",82,13,60,9
1,0.604,"B Midland",23,1,22,0
0,0.604,"B Midland",6,0,6,0
6,0.650,"B Morningstar",49,36,0,13
5,0.650,"B Morningstar",170,102,35,33
4,0.650,"B Morningstar",195,76,87,32
3,0.650,"B Morningstar",115,38,66,11
2,0.650,"B Morningstar",69,9,52,8
1,0.650,"B Morningstar",20,0,19,1
0,0.650,"B Morningstar",2,0,2,0
6,0.609,"B Pacific",36,32,0,4
5,0.609,"B Pacific",134,86,22,26
4,0.609,"B Pacific",174,78,68,28
3,0.609,"B Pacific",158,55,78,25
2,0.609,"B Pacific",83,10,67,6
1,0.609,"B Pacific",26,0,21,5
0,0.609,"B Pacific",5,0,5,0
6,0.627,"B Piedmont",38,33,0,5
5,0.627,"B Piedmont",140,94,28,18
4,0.627,"B Piedmont",194,85,80,29
3,0.627,"B Piedmont",163,41,82,40
2,0.627,"B Piedmont",69,7,52,10
1,0.627,"B Piedmont",15,0,15,0
0,0.627,"B Piedmont",3,0,3,0
6,0.607,"B Plaza",28,24,0,4
5,0.607,"B Plaza",119,80,17,22
4,0.607,"B Plaza",217,100,76,41
3,0.607,"B Plaza",157,47,84,26
2,0.607,"B Plaza",76,10,58,8
1,0.607,"B Plaza",28,2,25,1
0,0.607,"B Plaza",3,0,3,0
6,0.627,"B Prairie",32,25,0,7
5,0.627,"B Prairie",146,96,32,18
4,0.627,"B Prairie",197,100,74,23
3,0.627,"B Prairie",155,41,98,16
2,0.627,"B Prairie",73,9,54,10
1,0.627,"B Prairie",15,2,13,0
0,0.627,"B Prairie",2,0,2,0
6,0.561,"B Seaboard",24,23,0,1
5,0.561,"B Seaboard",75,51,11,13
4,0.561,"B Seaboard",189,111,52,26
3,0.561,"B Seaboard",189,70,98,21
2,0.561,"B Seaboard",109,16,78,15
1,0.561,"B Seaboard",32,2,30,0
0,0.561,"B Seaboard",4,0,4,0
6,0.587,"B Sequoia",23,23,0,0
5,0.587,"B Sequoia",113,86,17,10
4,0.587,"B Sequoia",188,96,63,29
3,0.587,"B Sequoia",185,57,98,30
2,0.587,"B Sequoia",102,11,75,16
1,0.587,"B Sequoia",22,1,20,1
0,0.587,"B Sequoia",1,0,1,0
6,0.626,"B Sierra",35,35,0,0
5,0.626,"B Sierra",154,96,29,29
4,0.626,"B Sierra",186,91,62,33
3,0.626,"B Sierra",177,40,110,27
2,0.626,"B Sierra",62,6,44,12
1,0.626,"B Sierra",22,1,20,1
0,0.626,"B Sierra",4,0,4,0
6,0.610,"B Skyline",28,26,0,2
5,0.610,"B Skyline",125,88,18,19
4,0.610,"B Skyline",197,97,69,31
3,0.610,"B Skyline",166,39,96,31
2,0.610,"B Skyline",80,10,60,10
1,0.610,"B Skyline",20,1,16,3
0,0.610,"B Skyline",2,0,2,0
6,0.625,"B Sugarloaf",40,33,0,7
5,0.625,"B Sugarloaf",138,96,23,19
4,0.625,"B Sugarloaf",206,102,74,30
3,0.625,"B Sugarloaf",158,37,97,24
2,0.625,"B Sugarloaf",70,4,59,7
1,0.625,"B Sugarloaf",21,2,18,1
0,0.625,"B Sugarloaf",3,0,3,0
6,0.615,"B Tidewater",30,26,0,4
5,0.615,"B Tidewater",129,89,21,19
4,0.615,"B Tidewater",203,87,71,45
3,0.615,"B Tidewater",168,49,101,18
2,0.615,"B Tidewater",66,13,50,3
1,0.615,"B Tidewater",22,1,20,1
0,0.615,"B Tidewater",2,0,2,0
6,0.641,"B Tundra",49,45,0,4
5,0.641,"B Tundra",132,86,29,17
4,0.641,"B Tundra",205,87,84,34
3,0.641,"B Tundra",151,45,90,16
2,0.641,"B Tundra",58,7,50,1
1,0.641,"B Tundra",15,0,15,0
0,0.641,"B Tundra",2,0,2,0
6,0.534,"C Alpine Div 1",7,7,0,0
5,0.534,"C Alpine Div 1",72,59,6,7
4,0.534,"C Alpine Div 1",138,78,43,17
3,0.534,"C Alpine Div 1",179,60,81,38
2,0.534,"C Alpine Div 1",94,23,57,14
1,0.534,"C Alpine Div 1",39,1,34,4
0,0.534,"C Alpine Div 1",7,0,7,0
6,0.516,"C Alpine Div 2",8,8,0,0
5,0.516,"C Alpine Div 2",58,44,5,9
4,0.516,"C Alpine Div 2",106,68,26,12
3,0.516,"C Alpine Div 2",164,65,78,21
2,0.516,"C Alpine Div 2",111,26,69,16
1,0.516,"C Alpine Div 2",38,1,31,6
0,0.516,"C Alpine Div 2",3,0,3,0
6,0.559,"C Arcadia",20,20,0,0
5,0.559,"C Arcadia",121,91,16,14
4,0.559,"C Arcadia",234,124,72,38
3,0.559,"C Arcadia",235,84,106,45
2,0.559,"C Arcadia",154,23,105,26
1,0.559,"C Arcadia",39,2,36,1
0,0.559,"C Arcadia",9,0,9,0
6,0.490,"C Archipelago",7,7,0,0
5,0.490,"C Archipelago",63,49,7,7
4,0.490,"C Archipelago",124,88,23,13
3,0.490,"C Archipelago",164,69,71,24
2,0.490,"C Archipelago",138,23,87,28
1,0.490,"C Archipelago",67,6,47,14
0,0.490,"C Archipelago",9,0,7,2
6,0.519,"C Atlantic",16,16,0,0
5,0.519,"C Atlantic",84,66,11,7
4,0.519,"C Atlantic",181,111,52,18
3,0.519,"C Atlantic",178,60,84,34
2,0.519,"C Atlantic",138,34,82,22
1,0.519,"C Atlantic",52,4,41,7
0,0.519,"C Atlantic",25,0,21,4
6,0.542,"C Badlands",16,13,0,3
5,0.542,"C Badlands",92,70,10,12
4,0.542,"C Badlands",188,103,51,34
3,0.542,"C Badlands",203,77,100,26
2,0.542,"C Badlands",128,24,84,20
1,0.542,"C Badlands",45,3,37,5
0,0.542,"C Badlands",8,0,8,0
6,0.529,"C Bayou Div 1",12,12,0,0
5,0.529,"C Bayou Div 1",67,46,10,11
4,0.529,"C Bayou Div 1",152,94,36,22
3,0.529,"C Bayou Div 1",172,66,76,30
2,0.529,"C Bayou Div 1",112,22,77,13
1,0.529,"C Bayou Div 1",45,4,39,2
0,0.529,"C Bayou Div 1",6,0,6,0
6,0.529,"C Bayou Div 2",13,11,0,2
5,0.529,"C Bayou Div 2",70,49,8,13
4,0.529,"C Bayou Div 2",156,78,45,33
3,0.529,"C Bayou Div 2",173,76,70,27
2,0.529,"C Bayou Div 2",122,23,79,20
1,0.529,"C Bayou Div 2",40,5,31,4
0,0.529,"C Bayou Div 2",10,0,9,1
6,0.538,"C Cascade",8,8,0,0
5,0.538,"C Cascade",87,71,10,6
4,0.538,"C Cascade",153,90,45,18
3,0.538,"C Cascade",169,53,82,34
2,0.538,"C Cascade",110,24,70,16
1,0.538,"C Cascade",41,4,33,4
0,0.538,"C Cascade",10,0,10,0
6,0.619,"C Central",34,29,0,5
5,0.619,"C Central",130,89,24,17
4,0.619,"C Central",207,96,77,34
3,0.619,"C Central",180,52,102,26
2,0.619,"C Central",77,8,57,12
1,0.619,"C Central",12,0,12,0
0,0.619,"C Central",2,0,2,0
6,0.564,"C Coastal Div 1",14,14,0,0
5,0.564,"C Coastal Div 1",76,54,9,13
4,0.564,"C Coastal Div 1",135,76,41,18
3,0.564,"C Coastal Div 1",160,57,81,22
2,0.564,"C Coastal Div 1",76,6,55,15
1,0.564,"C Coastal Div 1",21,2,15,4
0,0.564,"C Coastal Div 1",8,0,8,0
6,0.580,"C Coastal Div 2",15,13,0,2
5,0.580,"C Coastal Div 2",81,54,7,20
4,0.580,"C Coastal Div 2",122,70,38,14
3,0.580,"C Coastal Div 2",125,38,71,16
2,0.580,"C Coastal Div 2",75,11,52,12
1,0.580,"C Coastal Div 2",14,1,13,0
0,0.580,"C Coastal Div 2",6,0,6,0
6,0.559,"C Continental Div 1",17,16,0,1
5,0.559,"C Continental Div 1",53,40,6,7
4,0.559,"C Continental Div 1",132,61,43,28
3,0.559,"C Continental Div 1",112,47,53,12
2,0.559,"C Continental Div 1",84,13,56,15
1,0.559,"C Continental Div 1",24,4,19,1
0,0.559,"C Continental Div 1",4,0,4,0
6,0.523,"C Continental Div 2",13,13,0,0
5,0.523,"C Continental Div 2",56,45,8,3
4,0.523,"C Continental Div 2",133,83,35,15
3,0.523,"C Continental Div 2",136,50,76,10
2,0.523,"C Continental Div 2",97,26,58,13
1,0.523,"C Continental Div 2",46,5,36,5
0,0.523,"C Continental Div 2",9,0,9,0
6,0.478,"C Corridor Div 1",8,8,0,0
5,0.478,"C Corridor Div 1",42,34,1,7
4,0.478,"C Corridor Div 1",95,56,24,15
3,0.478,"C Corridor Div 1",143,64,49,30
2,0.478,"C Corridor Div 1",123,31,67,25
1,0.478,"C Corridor Div 1",51,5,44,2
0,0.478,"C Corridor Div 1",14,0,13,1
6,0.495,"C Corridor Div 2",8,6,0,2
5,0.495,"C Corridor Div 2",38,32,4,2
4,0.495,"C Corridor Div 2",108,69,24,15
3,0.495,"C Corridor Div 2",122,44,51,27
2,0.495,"C Corridor Div 2",97,27,58,12
1,0.495,"C Corridor Div 2",40,3,32,5
0,0.495,"C Corridor Div 2",13,0,12,1
6,0.550,"C Delta",18,16,0,2
5,0.550,"C Delta",88,77,2,9
4,0.550,"C Delta",159,85,52,22
3,0.550,"C Delta",141,43,72,26
2,0.550,"C Delta",120,23,88,9
1,0.550,"C Delta",39,5,30,4
0,0.550,"C Delta",5,0,5,0
6,0.573,"C Fjord Div 1",19,19,0,0
5,0.573,"C Fjord Div 1",90,65,14,11
4,0.573,"C Fjord Div 1",146,72,49,25
3,0.573,"C Fjord Div 1",154,45,75,34
2,0.573,"C Fjord Div 1",93,23,66,4
1,0.573,"C Fjord Div 1",26,3,21,2
0,0.573,"C Fjord Div 1",2,0,2,0
6,0.575,"C Fjord Div 2",17,16,0,1
5,0.575,"C Fjord Div 2",78,57,15,6
